train_R,train_RSE,test_R,test_RSE
0.997799063570302,0.15663951275925078,0.9963518776056127,0.20397789330605173
0.9988217228213796,0.11460968191267068,0.9961493459085861,0.20956350592323428
0.9993235187260338,0.08684112954405282,0.9971686991045435,0.1796972433995367
0.9997074510946338,0.05710798185195142,0.9978470254234801,0.1566995872605289
0.9995948558231355,0.06720512213590771,0.9976136678980377,0.16497336907392499
0.9993542184693874,0.08484776054415857,0.9970757674224352,0.18262253096156328
